batchnum,loss,cer,time
batch 37700, ctc loss: 1.055710, cer: 0.228096, time/batch:   0.744
batch 37800, ctc loss: 1.067837, cer: 0.229706, time/batch:   0.749
batch 37900, ctc loss: 1.072767, cer: 0.232223, time/batch:   0.759
batch 38000, ctc loss: 1.072650, cer: 0.233172, time/batch:   0.748
batch 38100, ctc loss: 1.074725, cer: 0.233049, time/batch:   0.758
batch 38200, ctc loss: 1.078160, cer: 0.234864, time/batch:   0.751
batch 38300, ctc loss: 1.073675, cer: 0.235772, time/batch:   0.745
batch 38400, ctc loss: 1.072914, cer: 0.232966, time/batch:   0.742
batch 38500, ctc loss: 1.061089, cer: 0.232182, time/batch:   0.754
batch 38600, ctc loss: 1.069982, cer: 0.230903, time/batch:   0.767
batch 38700, ctc loss: 1.072739, cer: 0.231357, time/batch:   0.760
batch 38800, ctc loss: 1.080807, cer: 0.233420, time/batch:   0.754
batch 38900, ctc loss: 1.080304, cer: 0.232842, time/batch:   0.743
batch 39000, ctc loss: 1.091575, cer: 0.233585, time/batch:   0.763
batch 39100, ctc loss: 1.083398, cer: 0.233503, time/batch:   0.744
batch 39200, ctc loss: 1.081458, cer: 0.233420, time/batch:   0.736
batch 39300, ctc loss: 1.072688, cer: 0.234988, time/batch:   0.753
batch 39400, ctc loss: 1.074107, cer: 0.233626, time/batch:   0.756
batch 39500, ctc loss: 1.078253, cer: 0.232141, time/batch:   0.734
batch 39600, ctc loss: 1.088169, cer: 0.234988, time/batch:   0.742
batch 39700, ctc loss: 1.090324, cer: 0.231522, time/batch:   0.751
batch 39800, ctc loss: 1.096649, cer: 0.232388, time/batch:   0.751
batch 39900, ctc loss: 1.100408, cer: 0.233750, time/batch:   0.750
batch 40000, ctc loss: 1.081112, cer: 0.232058, time/batch:   0.751
batch 40100, ctc loss: 1.076982, cer: 0.233998, time/batch:   0.764
batch 40200, ctc loss: 1.088619, cer: 0.233296, time/batch:   0.749
batch 40300, ctc loss: 1.076083, cer: 0.232430, time/batch:   0.740
batch 40400, ctc loss: 1.082284, cer: 0.230737, time/batch:   0.751
batch 40500, ctc loss: 1.072200, cer: 0.232966, time/batch:   0.747
batch 40600, ctc loss: 1.095788, cer: 0.236804, time/batch:   0.749
batch 40700, ctc loss: 1.076311, cer: 0.233337, time/batch:   0.756
batch 40800, ctc loss: 1.071947, cer: 0.233461, time/batch:   0.757
batch 40900, ctc loss: 1.069441, cer: 0.235153, time/batch:   0.745
batch 41000, ctc loss: 1.076200, cer: 0.235071, time/batch:   0.746
batch 41100, ctc loss: 1.077318, cer: 0.231893, time/batch:   0.749
batch 41200, ctc loss: 1.072572, cer: 0.233503, time/batch:   0.743
batch 41300, ctc loss: 1.081720, cer: 0.231109, time/batch:   0.750
batch 41400, ctc loss: 1.088474, cer: 0.236804, time/batch:   0.759
batch 41500, ctc loss: 1.075042, cer: 0.233957, time/batch:   0.752
batch 41600, ctc loss: 1.079971, cer: 0.234493, time/batch:   0.743
batch 41700, ctc loss: 1.063512, cer: 0.233709, time/batch:   0.774
batch 41800, ctc loss: 1.076063, cer: 0.232966, time/batch:   0.759
batch 41900, ctc loss: 1.072296, cer: 0.233007, time/batch:   0.740
batch 42000, ctc loss: 1.064473, cer: 0.237588, time/batch:   0.763
batch 42100, ctc loss: 1.086729, cer: 0.231769, time/batch:   0.745
batch 42200, ctc loss: 1.078035, cer: 0.233090, time/batch:   0.759
batch 42300, ctc loss: 1.073010, cer: 0.233007, time/batch:   0.733
batch 42400, ctc loss: 1.065803, cer: 0.232223, time/batch:   0.765
batch 42500, ctc loss: 1.057925, cer: 0.230903, time/batch:   0.750
batch 42600, ctc loss: 1.068129, cer: 0.229747, time/batch:   0.727
batch 42700, ctc loss: 1.074385, cer: 0.230985, time/batch:   0.746
batch 42800, ctc loss: 1.063714, cer: 0.230160, time/batch:   0.738
batch 42900, ctc loss: 1.070135, cer: 0.229376, time/batch:   0.771
batch 43000, ctc loss: 1.064895, cer: 0.232141, time/batch:   0.747
batch 43100, ctc loss: 1.090193, cer: 0.232636, time/batch:   0.761
batch 43200, ctc loss: 1.076048, cer: 0.231233, time/batch:   0.749
batch 43300, ctc loss: 1.073798, cer: 0.231604, time/batch:   0.742
batch 43400, ctc loss: 1.080766, cer: 0.230531, time/batch:   0.744
batch 43500, ctc loss: 1.065449, cer: 0.231233, time/batch:   0.754
batch 43600, ctc loss: 1.064387, cer: 0.231274, time/batch:   0.725
batch 43700, ctc loss: 1.073307, cer: 0.227601, time/batch:   0.748
batch 43800, ctc loss: 1.069708, cer: 0.228757, time/batch:   0.740
batch 43900, ctc loss: 1.074909, cer: 0.229293, time/batch:   0.765
batch 44000, ctc loss: 1.086160, cer: 0.232182, time/batch:   0.748
batch 44100, ctc loss: 1.070333, cer: 0.228757, time/batch:   0.751
batch 44200, ctc loss: 1.092268, cer: 0.231480, time/batch:   0.754
batch 44300, ctc loss: 1.072902, cer: 0.230118, time/batch:   0.762
batch 44400, ctc loss: 1.074686, cer: 0.229830, time/batch:   0.744
batch 44500, ctc loss: 1.073108, cer: 0.229664, time/batch:   0.740
batch 44600, ctc loss: 1.096435, cer: 0.230614, time/batch:   0.748
batch 44700, ctc loss: 1.070391, cer: 0.229045, time/batch:   0.743
batch 44800, ctc loss: 1.071993, cer: 0.232471, time/batch:   0.754
batch 44900, ctc loss: 1.065413, cer: 0.229871, time/batch:   0.746
batch 45000, ctc loss: 1.054427, cer: 0.233998, time/batch:   0.743
batch 45100, ctc loss: 1.085967, cer: 0.237258, time/batch:   0.758
batch 45200, ctc loss: 1.085287, cer: 0.236226, time/batch:   0.759
batch 45300, ctc loss: 1.090410, cer: 0.236103, time/batch:   0.755
batch 45400, ctc loss: 1.087246, cer: 0.233049, time/batch:   0.736
batch 45500, ctc loss: 1.065694, cer: 0.230903, time/batch:   0.756
batch 45600, ctc loss: 1.067504, cer: 0.230531, time/batch:   0.770
batch 45700, ctc loss: 1.074389, cer: 0.235277, time/batch:   0.743
batch 45800, ctc loss: 1.069636, cer: 0.233049, time/batch:   0.748
batch 45900, ctc loss: 1.066889, cer: 0.232099, time/batch:   0.744
batch 46000, ctc loss: 1.066121, cer: 0.229995, time/batch:   0.763
batch 46100, ctc loss: 1.085206, cer: 0.234410, time/batch:   0.745
batch 46200, ctc loss: 1.075400, cer: 0.232347, time/batch:   0.751
batch 46300, ctc loss: 1.068727, cer: 0.231687, time/batch:   0.741
batch 46400, ctc loss: 1.069984, cer: 0.229004, time/batch:   0.760
batch 46500, ctc loss: 1.058143, cer: 0.228138, time/batch:   0.763
batch 46600, ctc loss: 1.056042, cer: 0.229334, time/batch:   0.764
batch 46700, ctc loss: 1.067317, cer: 0.229747, time/batch:   0.743
batch 46800, ctc loss: 1.054830, cer: 0.228014, time/batch:   0.759
batch 46900, ctc loss: 1.064941, cer: 0.228922, time/batch:   0.739
batch 47000, ctc loss: 1.061604, cer: 0.228591, time/batch:   0.779
batch 47100, ctc loss: 1.057323, cer: 0.229458, time/batch:   0.746
batch 47200, ctc loss: 1.089892, cer: 0.233709, time/batch:   0.744
batch 47300, ctc loss: 1.097548, cer: 0.234658, time/batch:   0.753
batch 47400, ctc loss: 1.076987, cer: 0.228303, time/batch:   0.753
batch 47500, ctc loss: 1.102920, cer: 0.228963, time/batch:   0.758
batch 47600, ctc loss: 1.081350, cer: 0.226899, time/batch:   0.744
batch 47700, ctc loss: 1.084149, cer: 0.229458, time/batch:   0.739
batch 47800, ctc loss: 1.081508, cer: 0.227436, time/batch:   0.748
batch 47900, ctc loss: 1.087930, cer: 0.229871, time/batch:   0.743
batch 48000, ctc loss: 1.066783, cer: 0.229582, time/batch:   0.748
batch 48100, ctc loss: 1.090289, cer: 0.229995, time/batch:   0.741
batch 48200, ctc loss: 1.086251, cer: 0.229623, time/batch:   0.750
batch 48300, ctc loss: 1.079968, cer: 0.229004, time/batch:   0.744
batch 48400, ctc loss: 1.080096, cer: 0.227477, time/batch:   0.750
batch 48500, ctc loss: 1.077715, cer: 0.231068, time/batch:   0.755
batch 48600, ctc loss: 1.085738, cer: 0.228303, time/batch:   0.773
batch 48700, ctc loss: 1.079953, cer: 0.230614, time/batch:   0.755
batch 48800, ctc loss: 1.094216, cer: 0.231934, time/batch:   0.749
batch 48900, ctc loss: 1.097580, cer: 0.230284, time/batch:   0.758
batch 49000, ctc loss: 1.071560, cer: 0.229871, time/batch:   0.765
batch 49100, ctc loss: 1.106259, cer: 0.231893, time/batch:   0.745
batch 49200, ctc loss: 1.094670, cer: 0.234576, time/batch:   0.744
batch 49300, ctc loss: 1.107714, cer: 0.235277, time/batch:   0.742
batch 49400, ctc loss: 1.100245, cer: 0.231233, time/batch:   0.761
batch 49500, ctc loss: 1.092843, cer: 0.232718, time/batch:   0.743
batch 49600, ctc loss: 1.084885, cer: 0.231563, time/batch:   0.770
batch 49700, ctc loss: 1.105076, cer: 0.234287, time/batch:   0.762
batch 49800, ctc loss: 1.084823, cer: 0.233709, time/batch:   0.747
batch 49900, ctc loss: 1.089462, cer: 0.232264, time/batch:   0.736
batch 50000, ctc loss: 1.083298, cer: 0.232058, time/batch:   0.753
batch 50100, ctc loss: 1.086794, cer: 0.230407, time/batch:   0.764
batch 50200, ctc loss: 1.082321, cer: 0.235401, time/batch:   0.761
batch 50300, ctc loss: 1.095567, cer: 0.228674, time/batch:   0.745
batch 50400, ctc loss: 1.117135, cer: 0.237629, time/batch:   0.749
batch 50500, ctc loss: 1.087686, cer: 0.233420, time/batch:   0.747
batch 50600, ctc loss: 1.086566, cer: 0.231563, time/batch:   0.738
batch 50700, ctc loss: 1.088605, cer: 0.230861, time/batch:   0.764
batch 50800, ctc loss: 1.079870, cer: 0.230531, time/batch:   0.740
batch 50900, ctc loss: 1.086388, cer: 0.230284, time/batch:   0.757
batch 51000, ctc loss: 1.094588, cer: 0.234163, time/batch:   0.731
batch 51100, ctc loss: 1.093798, cer: 0.231810, time/batch:   0.760
batch 51200, ctc loss: 1.100782, cer: 0.232141, time/batch:   0.756
batch 51300, ctc loss: 1.107315, cer: 0.230036, time/batch:   0.749
batch 51400, ctc loss: 1.097553, cer: 0.230861, time/batch:   0.756
batch 51500, ctc loss: 1.092822, cer: 0.233172, time/batch:   0.748
batch 51600, ctc loss: 1.081455, cer: 0.233090, time/batch:   0.765
batch 51700, ctc loss: 1.077658, cer: 0.229004, time/batch:   0.749
batch 51800, ctc loss: 1.088672, cer: 0.230985, time/batch:   0.738
batch 51900, ctc loss: 1.081334, cer: 0.230242, time/batch:   0.755
batch 52000, ctc loss: 1.078339, cer: 0.230779, time/batch:   0.728
batch 52100, ctc loss: 1.084874, cer: 0.229953, time/batch:   0.757
batch 52200, ctc loss: 1.090114, cer: 0.230820, time/batch:   0.750
batch 52300, ctc loss: 1.096334, cer: 0.229252, time/batch:   0.749
batch 52400, ctc loss: 1.089181, cer: 0.229747, time/batch:   0.753
batch 52500, ctc loss: 1.081876, cer: 0.227477, time/batch:   0.741
batch 52600, ctc loss: 1.092074, cer: 0.230036, time/batch:   0.750
batch 52700, ctc loss: 1.114608, cer: 0.232058, time/batch:   0.752
batch 52800, ctc loss: 1.083290, cer: 0.232760, time/batch:   0.753
batch 52900, ctc loss: 1.089187, cer: 0.233833, time/batch:   0.732
batch 53000, ctc loss: 1.088088, cer: 0.232182, time/batch:   0.747
batch 53100, ctc loss: 1.093762, cer: 0.231109, time/batch:   0.739
batch 53200, ctc loss: 1.088264, cer: 0.231687, time/batch:   0.749
batch 53300, ctc loss: 1.093598, cer: 0.231645, time/batch:   0.740
batch 53400, ctc loss: 1.104869, cer: 0.234163, time/batch:   0.747
batch 53500, ctc loss: 1.097715, cer: 0.233709, time/batch:   0.751
batch 53600, ctc loss: 1.084763, cer: 0.232760, time/batch:   0.748
batch 53700, ctc loss: 1.101140, cer: 0.235855, time/batch:   0.751
batch 53800, ctc loss: 1.099153, cer: 0.231645, time/batch:   0.755
batch 53900, ctc loss: 1.086064, cer: 0.230737, time/batch:   0.737
batch 54000, ctc loss: 1.076238, cer: 0.230531, time/batch:   0.750
batch 54100, ctc loss: 1.077513, cer: 0.228757, time/batch:   0.752
batch 54200, ctc loss: 1.104760, cer: 0.231852, time/batch:   0.748
batch 54300, ctc loss: 1.098608, cer: 0.234369, time/batch:   0.747
batch 54400, ctc loss: 1.100890, cer: 0.231852, time/batch:   0.755
batch 54500, ctc loss: 1.071950, cer: 0.229747, time/batch:   0.752
batch 54600, ctc loss: 1.093890, cer: 0.228880, time/batch:   0.753
batch 54700, ctc loss: 1.077849, cer: 0.229582, time/batch:   0.738
batch 54800, ctc loss: 1.091864, cer: 0.227725, time/batch:   0.731
batch 54900, ctc loss: 1.102715, cer: 0.232842, time/batch:   0.743
batch 55000, ctc loss: 1.091036, cer: 0.232347, time/batch:   0.739
batch 55100, ctc loss: 1.072621, cer: 0.229458, time/batch:   0.743
batch 55200, ctc loss: 1.060887, cer: 0.228922, time/batch:   0.751
batch 55300, ctc loss: 1.079490, cer: 0.228839, time/batch:   0.742
batch 55400, ctc loss: 1.069462, cer: 0.227766, time/batch:   0.750
batch 55500, ctc loss: 1.071401, cer: 0.227518, time/batch:   0.738
batch 55600, ctc loss: 1.082239, cer: 0.227766, time/batch:   0.741
batch 55700, ctc loss: 1.080555, cer: 0.227766, time/batch:   0.743
batch 55800, ctc loss: 1.087750, cer: 0.225207, time/batch:   0.742
batch 55900, ctc loss: 1.119888, cer: 0.233626, time/batch:   0.745
batch 56000, ctc loss: 1.088324, cer: 0.233214, time/batch:   0.747
batch 56100, ctc loss: 1.084059, cer: 0.231810, time/batch:   0.745
batch 56200, ctc loss: 1.073867, cer: 0.231934, time/batch:   0.760
batch 56300, ctc loss: 1.076429, cer: 0.229128, time/batch:   0.759
batch 56400, ctc loss: 1.069399, cer: 0.226858, time/batch:   0.741
batch 56500, ctc loss: 1.060912, cer: 0.229871, time/batch:   0.763
batch 56600, ctc loss: 1.075938, cer: 0.228674, time/batch:   0.745
batch 56700, ctc loss: 1.076616, cer: 0.230531, time/batch:   0.745
batch 56800, ctc loss: 1.080194, cer: 0.229995, time/batch:   0.733
batch 56900, ctc loss: 1.072137, cer: 0.228468, time/batch:   0.735
batch 57000, ctc loss: 1.087022, cer: 0.228757, time/batch:   0.740
batch 57100, ctc loss: 1.076049, cer: 0.226198, time/batch:   0.742
batch 57200, ctc loss: 1.084260, cer: 0.229211, time/batch:   0.746
batch 57300, ctc loss: 1.100602, cer: 0.230449, time/batch:   0.745
batch 57400, ctc loss: 1.092368, cer: 0.231068, time/batch:   0.755
batch 57500, ctc loss: 1.083594, cer: 0.230531, time/batch:   0.736
batch 57600, ctc loss: 1.082823, cer: 0.231852, time/batch:   0.749
batch 57700, ctc loss: 1.099458, cer: 0.229788, time/batch:   0.758
batch 57800, ctc loss: 1.087275, cer: 0.230242, time/batch:   0.750
batch 57900, ctc loss: 1.089524, cer: 0.231976, time/batch:   0.739
batch 58000, ctc loss: 1.086130, cer: 0.230531, time/batch:   0.745
batch 58100, ctc loss: 1.074181, cer: 0.230614, time/batch:   0.739
batch 58200, ctc loss: 1.065998, cer: 0.228550, time/batch:   0.765
batch 58300, ctc loss: 1.073368, cer: 0.227312, time/batch:   0.764
batch 58400, ctc loss: 1.081298, cer: 0.231645, time/batch:   0.745
batch 58500, ctc loss: 1.082231, cer: 0.229871, time/batch:   0.755
batch 58600, ctc loss: 1.098768, cer: 0.230820, time/batch:   0.758
batch 58700, ctc loss: 1.097496, cer: 0.228096, time/batch:   0.755
batch 58800, ctc loss: 1.087073, cer: 0.228839, time/batch:   0.753
batch 58900, ctc loss: 1.086516, cer: 0.228757, time/batch:   0.754
batch 59000, ctc loss: 1.096109, cer: 0.235236, time/batch:   0.760
batch 59100, ctc loss: 1.077781, cer: 0.231604, time/batch:   0.746
batch 59200, ctc loss: 1.078001, cer: 0.229788, time/batch:   0.748
batch 59300, ctc loss: 1.086036, cer: 0.229953, time/batch:   0.735
batch 59400, ctc loss: 1.087768, cer: 0.229211, time/batch:   0.750
batch 59500, ctc loss: 1.076066, cer: 0.227642, time/batch:   0.738
batch 59600, ctc loss: 1.076802, cer: 0.230449, time/batch:   0.745
batch 59700, ctc loss: 1.075873, cer: 0.229912, time/batch:   0.748
batch 59800, ctc loss: 1.068753, cer: 0.228385, time/batch:   0.745
batch 59900, ctc loss: 1.061237, cer: 0.226734, time/batch:   0.735
batch 60000, ctc loss: 1.059928, cer: 0.226611, time/batch:   0.753
batch 60100, ctc loss: 1.067291, cer: 0.228138, time/batch:   0.745
batch 60200, ctc loss: 1.065719, cer: 0.226322, time/batch:   0.745
batch 60300, ctc loss: 1.070296, cer: 0.226157, time/batch:   0.750
batch 60400, ctc loss: 1.078999, cer: 0.228303, time/batch:   0.757
batch 60500, ctc loss: 1.072417, cer: 0.228757, time/batch:   0.724
batch 60600, ctc loss: 1.084658, cer: 0.229541, time/batch:   0.751
batch 60700, ctc loss: 1.068220, cer: 0.226528, time/batch:   0.740
batch 60800, ctc loss: 1.073526, cer: 0.227766, time/batch:   0.756
batch 60900, ctc loss: 1.084111, cer: 0.227642, time/batch:   0.745
batch 61000, ctc loss: 1.070568, cer: 0.229128, time/batch:   0.758
batch 61100, ctc loss: 1.079977, cer: 0.231604, time/batch:   0.748
batch 61200, ctc loss: 1.094271, cer: 0.234369, time/batch:   0.759
batch 61300, ctc loss: 1.081977, cer: 0.230820, time/batch:   0.748
batch 61400, ctc loss: 1.069343, cer: 0.230985, time/batch:   0.745
batch 61500, ctc loss: 1.066649, cer: 0.228715, time/batch:   0.751
batch 61600, ctc loss: 1.079868, cer: 0.234617, time/batch:   0.740
batch 61700, ctc loss: 1.088616, cer: 0.228014, time/batch:   0.750
batch 61800, ctc loss: 1.097615, cer: 0.231480, time/batch:   0.750
batch 61900, ctc loss: 1.085682, cer: 0.228798, time/batch:   0.761
batch 62000, ctc loss: 1.090635, cer: 0.229458, time/batch:   0.733
batch 62100, ctc loss: 1.078686, cer: 0.230077, time/batch:   0.740
batch 62200, ctc loss: 1.088173, cer: 0.228839, time/batch:   0.745
batch 62300, ctc loss: 1.095262, cer: 0.227890, time/batch:   0.751
batch 62400, ctc loss: 1.096597, cer: 0.229995, time/batch:   0.748
batch 62500, ctc loss: 1.097951, cer: 0.226734, time/batch:   0.738
batch 62600, ctc loss: 1.079079, cer: 0.228468, time/batch:   0.756
batch 62700, ctc loss: 1.082595, cer: 0.228344, time/batch:   0.746
batch 62800, ctc loss: 1.078382, cer: 0.229376, time/batch:   0.762
batch 62900, ctc loss: 1.076529, cer: 0.231026, time/batch:   0.741
batch 63000, ctc loss: 1.089330, cer: 0.228715, time/batch:   0.737
batch 63100, ctc loss: 1.091923, cer: 0.231150, time/batch:   0.740
batch 63200, ctc loss: 1.084840, cer: 0.229169, time/batch:   0.753
batch 63300, ctc loss: 1.078782, cer: 0.230903, time/batch:   0.744
batch 63400, ctc loss: 1.086947, cer: 0.229169, time/batch:   0.743
batch 63500, ctc loss: 1.084142, cer: 0.227271, time/batch:   0.743
batch 63600, ctc loss: 1.082898, cer: 0.226322, time/batch:   0.748
batch 63700, ctc loss: 1.099159, cer: 0.227312, time/batch:   0.758
batch 63800, ctc loss: 1.104419, cer: 0.231398, time/batch:   0.741
batch 63900, ctc loss: 1.099702, cer: 0.228757, time/batch:   0.744
batch 64000, ctc loss: 1.093989, cer: 0.227601, time/batch:   0.728
batch 64100, ctc loss: 1.085324, cer: 0.227642, time/batch:   0.733
batch 64200, ctc loss: 1.120790, cer: 0.229912, time/batch:   0.752
batch 64300, ctc loss: 1.111767, cer: 0.229211, time/batch:   0.739
batch 64400, ctc loss: 1.101037, cer: 0.230366, time/batch:   0.745
batch 64500, ctc loss: 1.103716, cer: 0.230903, time/batch:   0.734
batch 64600, ctc loss: 1.082627, cer: 0.228757, time/batch:   0.738
batch 64700, ctc loss: 1.104172, cer: 0.228963, time/batch:   0.731
batch 64800, ctc loss: 1.083259, cer: 0.227230, time/batch:   0.750
batch 64900, ctc loss: 1.100352, cer: 0.231068, time/batch:   0.739
batch 65000, ctc loss: 1.091480, cer: 0.231068, time/batch:   0.751
batch 65100, ctc loss: 1.102920, cer: 0.229788, time/batch:   0.760
batch 65200, ctc loss: 1.074028, cer: 0.225620, time/batch:   0.750
batch 65300, ctc loss: 1.076666, cer: 0.228179, time/batch:   0.749
batch 65400, ctc loss: 1.085990, cer: 0.225785, time/batch:   0.738
batch 65500, ctc loss: 1.091699, cer: 0.225785, time/batch:   0.757
batch 65600, ctc loss: 1.086983, cer: 0.228014, time/batch:   0.745
batch 65700, ctc loss: 1.090099, cer: 0.232883, time/batch:   0.730
batch 65800, ctc loss: 1.084074, cer: 0.229252, time/batch:   0.765
batch 65900, ctc loss: 1.073439, cer: 0.228179, time/batch:   0.743
batch 66000, ctc loss: 1.090467, cer: 0.228303, time/batch:   0.753
batch 66100, ctc loss: 1.084928, cer: 0.230779, time/batch:   0.728
batch 66200, ctc loss: 1.088624, cer: 0.228963, time/batch:   0.749
batch 66300, ctc loss: 1.110195, cer: 0.235649, time/batch:   0.741
batch 66400, ctc loss: 1.103127, cer: 0.232264, time/batch:   0.738
batch 66500, ctc loss: 1.079920, cer: 0.232182, time/batch:   0.754
batch 66600, ctc loss: 1.092437, cer: 0.229169, time/batch:   0.737
batch 66700, ctc loss: 1.101095, cer: 0.230160, time/batch:   0.742
batch 66800, ctc loss: 1.097202, cer: 0.228963, time/batch:   0.763
batch 66900, ctc loss: 1.104844, cer: 0.226528, time/batch:   0.764
batch 67000, ctc loss: 1.099823, cer: 0.232718, time/batch:   0.751
batch 67100, ctc loss: 1.107461, cer: 0.232058, time/batch:   0.756
batch 67200, ctc loss: 1.104108, cer: 0.229458, time/batch:   0.749
batch 67300, ctc loss: 1.119578, cer: 0.229664, time/batch:   0.742
batch 67400, ctc loss: 1.101689, cer: 0.232017, time/batch:   0.756
batch 67500, ctc loss: 1.093217, cer: 0.229499, time/batch:   0.734
batch 67600, ctc loss: 1.090502, cer: 0.228880, time/batch:   0.738
batch 67700, ctc loss: 1.096488, cer: 0.228096, time/batch:   0.745
batch 67800, ctc loss: 1.076383, cer: 0.228014, time/batch:   0.738
batch 67900, ctc loss: 1.093312, cer: 0.228138, time/batch:   0.734
batch 68000, ctc loss: 1.087026, cer: 0.226858, time/batch:   0.757
batch 68100, ctc loss: 1.106783, cer: 0.232801, time/batch:   0.731
batch 68200, ctc loss: 1.086925, cer: 0.230572, time/batch:   0.744
batch 68300, ctc loss: 1.082480, cer: 0.228303, time/batch:   0.742
batch 68400, ctc loss: 1.074809, cer: 0.228138, time/batch:   0.744
batch 68500, ctc loss: 1.073800, cer: 0.230118, time/batch:   0.737
batch 68600, ctc loss: 1.090356, cer: 0.228922, time/batch:   0.750
batch 68700, ctc loss: 1.081121, cer: 0.229087, time/batch:   0.740
batch 68800, ctc loss: 1.093312, cer: 0.228426, time/batch:   0.752
batch 68900, ctc loss: 1.093442, cer: 0.228385, time/batch:   0.759
batch 69000, ctc loss: 1.120205, cer: 0.232306, time/batch:   0.743
batch 69100, ctc loss: 1.101237, cer: 0.230655, time/batch:   0.746
batch 69200, ctc loss: 1.102526, cer: 0.224588, time/batch:   0.746
batch 69300, ctc loss: 1.103928, cer: 0.226569, time/batch:   0.734
batch 69400, ctc loss: 1.092996, cer: 0.232677, time/batch:   0.760
batch 69500, ctc loss: 1.082451, cer: 0.228303, time/batch:   0.744
batch 69600, ctc loss: 1.101132, cer: 0.227023, time/batch:   0.733
batch 69700, ctc loss: 1.088706, cer: 0.230531, time/batch:   0.742
batch 69800, ctc loss: 1.090522, cer: 0.229169, time/batch:   0.742
batch 69900, ctc loss: 1.098225, cer: 0.231109, time/batch:   0.763
batch 70000, ctc loss: 1.097185, cer: 0.231191, time/batch:   0.736
batch 70100, ctc loss: 1.090237, cer: 0.229417, time/batch:   0.754
batch 70200, ctc loss: 1.103342, cer: 0.232099, time/batch:   0.745
batch 70300, ctc loss: 1.095277, cer: 0.228880, time/batch:   0.754
batch 70400, ctc loss: 1.084998, cer: 0.228798, time/batch:   0.760
batch 70500, ctc loss: 1.078269, cer: 0.229334, time/batch:   0.742
batch 70600, ctc loss: 1.081015, cer: 0.227849, time/batch:   0.757
batch 70700, ctc loss: 1.080989, cer: 0.226322, time/batch:   0.739
batch 70800, ctc loss: 1.094119, cer: 0.227849, time/batch:   0.745
batch 70900, ctc loss: 1.089765, cer: 0.229788, time/batch:   0.750
batch 71000, ctc loss: 1.071786, cer: 0.227807, time/batch:   0.756
batch 71100, ctc loss: 1.095627, cer: 0.227353, time/batch:   0.735
batch 71200, ctc loss: 1.098253, cer: 0.226611, time/batch:   0.758
batch 71300, ctc loss: 1.094555, cer: 0.228591, time/batch:   0.748
batch 71400, ctc loss: 1.101960, cer: 0.229623, time/batch:   0.751
batch 71500, ctc loss: 1.090288, cer: 0.228880, time/batch:   0.751
batch 71600, ctc loss: 1.091140, cer: 0.227353, time/batch:   0.740
batch 71700, ctc loss: 1.101924, cer: 0.229499, time/batch:   0.745
batch 71800, ctc loss: 1.083779, cer: 0.229582, time/batch:   0.759
batch 71900, ctc loss: 1.092452, cer: 0.227601, time/batch:   0.734
batch 72000, ctc loss: 1.094177, cer: 0.226487, time/batch:   0.738
batch 72100, ctc loss: 1.081274, cer: 0.226569, time/batch:   0.734
batch 72200, ctc loss: 1.105999, cer: 0.227807, time/batch:   0.755
batch 72300, ctc loss: 1.097138, cer: 0.225826, time/batch:   0.765
batch 72400, ctc loss: 1.084078, cer: 0.227560, time/batch:   0.735
batch 72500, ctc loss: 1.069368, cer: 0.226404, time/batch:   0.739
batch 72600, ctc loss: 1.073489, cer: 0.227147, time/batch:   0.743
batch 72700, ctc loss: 1.083518, cer: 0.227436, time/batch:   0.733
batch 72800, ctc loss: 1.082139, cer: 0.228261, time/batch:   0.761
batch 72900, ctc loss: 1.079580, cer: 0.225414, time/batch:   0.760
batch 73000, ctc loss: 1.076310, cer: 0.223969, time/batch:   0.738
batch 73100, ctc loss: 1.083721, cer: 0.224877, time/batch:   0.771
batch 73200, ctc loss: 1.084833, cer: 0.225496, time/batch:   0.745
batch 73300, ctc loss: 1.077916, cer: 0.221328, time/batch:   0.756
batch 73400, ctc loss: 1.099431, cer: 0.225001, time/batch:   0.748
batch 73500, ctc loss: 1.100899, cer: 0.224341, time/batch:   0.769
batch 73600, ctc loss: 1.101374, cer: 0.225538, time/batch:   0.758
batch 73700, ctc loss: 1.096568, cer: 0.224795, time/batch:   0.762
batch 73800, ctc loss: 1.087879, cer: 0.223226, time/batch:   0.750
batch 73900, ctc loss: 1.100216, cer: 0.226487, time/batch:   0.742
batch 74000, ctc loss: 1.116096, cer: 0.227725, time/batch:   0.755
batch 74100, ctc loss: 1.124057, cer: 0.227972, time/batch:   0.751
batch 74200, ctc loss: 1.105764, cer: 0.225084, time/batch:   0.768
batch 74300, ctc loss: 1.107172, cer: 0.225331, time/batch:   0.749
batch 74400, ctc loss: 1.104137, cer: 0.226198, time/batch:   0.738
batch 74500, ctc loss: 1.110159, cer: 0.225290, time/batch:   0.748
batch 74600, ctc loss: 1.102200, cer: 0.226445, time/batch:   0.749
batch 74700, ctc loss: 1.109296, cer: 0.226322, time/batch:   0.737
batch 74800, ctc loss: 1.104570, cer: 0.227807, time/batch:   0.733
batch 74900, ctc loss: 1.103216, cer: 0.224753, time/batch:   0.756
batch 75000, ctc loss: 1.110910, cer: 0.227560, time/batch:   0.762
batch 75100, ctc loss: 1.107376, cer: 0.226322, time/batch:   0.749
batch 75200, ctc loss: 1.124081, cer: 0.225372, time/batch:   0.726
batch 75300, ctc loss: 1.118242, cer: 0.225496, time/batch:   0.735
batch 75400, ctc loss: 1.123700, cer: 0.224795, time/batch:   0.747
